,Entity,Year,Literacy_Rate,Military_Spendings,GDP_Per_Capita,Child_Mortality_Rate,GDP,HDI,Life_Expectancy,Obesity_Rate
25,Afghanistan,1990,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26,Afghanistan,1991,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27,Afghanistan,1992,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
28,Afghanistan,1993,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
29,Afghanistan,1994,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,Afghanistan,1995,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,Afghanistan,1996,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32,Afghanistan,1997,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33,Afghanistan,1998,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
34,Afghanistan,1999,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35,Afghanistan,2000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36,Afghanistan,2001,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37,Afghanistan,2002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Afghanistan,2003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Afghanistan,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Afghanistan,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Afghanistan,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Afghanistan,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Afghanistan,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Afghanistan,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Afghanistan,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Afghanistan,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Afghanistan,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Afghanistan,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Afghanistan,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Afghanistan,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Afghanistan,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Afghanistan,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Afghanistan,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Afghanistan,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Afghanistan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Africa,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Africa,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Africa,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Africa,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Africa,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Africa,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Africa,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Africa,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Africa,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Africa,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Africa,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Africa,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Africa,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Africa,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Africa,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Africa,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Africa,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Africa,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Africa,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Africa,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Africa,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Africa,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Africa,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Africa,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Africa,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Africa,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Africa,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Africa,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Africa,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Africa,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Africa,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Africa,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Africa,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Africa,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Africa,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Africa,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Africa,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Africa,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Africa,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Africa,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Africa,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Africa,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Africa,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Africa,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Africa,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Africa,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Africa,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Africa,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Africa,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Africa,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Africa,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Africa,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Africa,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Africa,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Africa,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Africa,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Africa Eastern and Southern,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Africa Eastern and Southern,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Africa Eastern and Southern,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Africa Eastern and Southern,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Africa Eastern and Southern,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Africa Eastern and Southern,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Africa Eastern and Southern,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Africa Eastern and Southern,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Africa Eastern and Southern,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Africa Eastern and Southern,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Africa Eastern and Southern,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Africa Eastern and Southern,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Africa Eastern and Southern,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Africa Eastern and Southern,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Africa Eastern and Southern,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Africa Eastern and Southern,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Africa Eastern and Southern,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Africa Eastern and Southern,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Africa Eastern and Southern,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Africa Eastern and Southern,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Africa Eastern and Southern,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Africa Eastern and Southern,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Africa Eastern and Southern,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Africa Eastern and Southern,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Africa Eastern and Southern,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Africa Eastern and Southern,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Africa Eastern and Southern,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Africa Eastern and Southern,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Africa Eastern and Southern,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Africa Eastern and Southern,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Africa Eastern and Southern,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Africa Eastern and Southern,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Africa Eastern and Southern,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Africa Eastern and Southern,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Africa Eastern and Southern,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Africa Eastern and Southern,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Africa Eastern and Southern,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Africa Eastern and Southern,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Africa Eastern and Southern,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Africa Eastern and Southern,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Africa Eastern and Southern,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Africa Eastern and Southern,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Africa Eastern and Southern,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Africa Eastern and Southern,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Africa Eastern and Southern,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Africa Eastern and Southern,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Africa Eastern and Southern,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Africa Eastern and Southern,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Africa Eastern and Southern,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Africa Eastern and Southern,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Africa Eastern and Southern,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Africa Eastern and Southern,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Africa Eastern and Southern,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Africa Eastern and Southern,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Africa Western and Central,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Africa Western and Central,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Africa Western and Central,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Africa Western and Central,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Africa Western and Central,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Africa Western and Central,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Africa Western and Central,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Africa Western and Central,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Africa Western and Central,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Africa Western and Central,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Africa Western and Central,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Africa Western and Central,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Africa Western and Central,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Africa Western and Central,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Africa Western and Central,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Africa Western and Central,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Africa Western and Central,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Africa Western and Central,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Africa Western and Central,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Africa Western and Central,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Africa Western and Central,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Africa Western and Central,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Africa Western and Central,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Africa Western and Central,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Africa Western and Central,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Africa Western and Central,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Africa Western and Central,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Africa Western and Central,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Africa Western and Central,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Africa Western and Central,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Africa Western and Central,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Africa Western and Central,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Africa Western and Central,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Africa Western and Central,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Africa Western and Central,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Africa Western and Central,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Africa Western and Central,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Africa Western and Central,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Africa Western and Central,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Africa Western and Central,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Africa Western and Central,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Africa Western and Central,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Africa Western and Central,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Africa Western and Central,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Africa Western and Central,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Africa Western and Central,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Africa Western and Central,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Africa Western and Central,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Africa Western and Central,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Africa Western and Central,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Africa Western and Central,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Africa Western and Central,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Africa Western and Central,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Africa Western and Central,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Africa Western and Central,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Albania,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Albania,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Albania,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Albania,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Albania,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Albania,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Albania,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Albania,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Albania,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Albania,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Albania,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Albania,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Albania,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Albania,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Albania,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Albania,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Albania,1981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238,Albania,1982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
239,Albania,1983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
240,Albania,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
241,Albania,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Albania,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
243,Albania,1987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
244,Albania,1988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
245,Albania,1989,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
246,Albania,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Albania,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Albania,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Albania,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Albania,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Albania,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Albania,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Albania,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Albania,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Albania,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Albania,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Albania,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Albania,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Albania,2003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Albania,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Albania,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Albania,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Albania,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Albania,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Albania,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Albania,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Albania,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Albania,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Albania,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Albania,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Albania,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Albania,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Albania,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Albania,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Albania,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Albania,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Algeria,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Algeria,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Algeria,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Algeria,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Algeria,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Algeria,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Algeria,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Algeria,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Algeria,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Algeria,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Algeria,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Algeria,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Algeria,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Algeria,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Algeria,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Algeria,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Algeria,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Algeria,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Algeria,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Algeria,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Algeria,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Algeria,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Algeria,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Algeria,1988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Algeria,1989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Algeria,1990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Algeria,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Algeria,1992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Algeria,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Algeria,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Algeria,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Algeria,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Algeria,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Algeria,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Algeria,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Algeria,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Algeria,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Algeria,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
