Entity,Code,Year,Low-carbon energy per capita (kWh)
Cyprus,CYP,2004,2.023
Cyprus,CYP,2005,2.411
Cyprus,CYP,2006,3.866
Cyprus,CYP,2007,8.722
Cyprus,CYP,2008,37.476
Cyprus,CYP,2009,74.918
Cyprus,CYP,2010,171.071
Cyprus,CYP,2011,410.087
Cyprus,CYP,2012,583.21
Cyprus,CYP,2013,731.904
Cyprus,CYP,2014,702.321
Cyprus,CYP,2015,871.051
Cyprus,CYP,2016,912.614
Cyprus,CYP,2017,922.323
Cyprus,CYP,2018,969.274
Cyprus,CYP,2019,1063.463
Cyprus,CYP,2020,1276.447
Czechia,CZE,1965,631.863
Czechia,CZE,1966,594.99
Czechia,CZE,1967,536.457
Czechia,CZE,1968,415.548
Czechia,CZE,1969,339.288
Czechia,CZE,1970,483.909
Czechia,CZE,1971,340.762
Czechia,CZE,1972,354.977
Czechia,CZE,1973,301.903
Czechia,CZE,1974,504.911
Czechia,CZE,1975,500.389
Czechia,CZE,1976,396.335
Czechia,CZE,1977,535.638
Czechia,CZE,1978,495.311
Czechia,CZE,1979,617.556
Czechia,CZE,1980,643.912
Czechia,CZE,1981,552.312
Czechia,CZE,1982,447.542
Czechia,CZE,1983,497.656
Czechia,CZE,1984,681.509
Czechia,CZE,1985,1093.781
Czechia,CZE,1986,2158.522
Czechia,CZE,1987,3541.259
Czechia,CZE,1988,3741.466
Czechia,CZE,1989,3778.912
Czechia,CZE,1990,3692.469
Czechia,CZE,1991,3549.527
Czechia,CZE,1992,3662.917
Czechia,CZE,1993,3812.421
Czechia,CZE,1994,3953.411
Czechia,CZE,1995,3925.238
Czechia,CZE,1996,4055.44
Czechia,CZE,1997,3946.207
Czechia,CZE,1998,4079.524
Czechia,CZE,1999,4237.121
Czechia,CZE,2000,4283.009
Czechia,CZE,2001,4653.077
Czechia,CZE,2002,5810.501
Czechia,CZE,2003,7383.22
Czechia,CZE,2004,7649.468
Czechia,CZE,2005,7283.674
Czechia,CZE,2006,7671.946
Czechia,CZE,2007,7582.279
Czechia,CZE,2008,7669.512
Czechia,CZE,2009,7973.395
Czechia,CZE,2010,8382.712
Czechia,CZE,2011,8740.028
Czechia,CZE,2012,9373.715
Czechia,CZE,2013,9708.817
Czechia,CZE,2014,9490.061
Czechia,CZE,2015,8653.447
Czechia,CZE,2016,7933.402
Czechia,CZE,2017,8917.862
Czechia,CZE,2018,9163.494
Czechia,CZE,2019,9328.942
Czechia,CZE,2020,9263.415
Denmark,DNK,1965,14.588
Denmark,DNK,1966,15.057
Denmark,DNK,1967,14.373
Denmark,DNK,1968,11.988
Denmark,DNK,1969,12.473
Denmark,DNK,1970,13.519
Denmark,DNK,1971,13.436
Denmark,DNK,1972,13.359
Denmark,DNK,1973,13.288
Denmark,DNK,1974,13.224
Denmark,DNK,1975,11.522
Denmark,DNK,1976,10.387
Denmark,DNK,1977,14.169
Denmark,DNK,1978,16.309
Denmark,DNK,1979,18.994
Denmark,DNK,1980,24.178
Denmark,DNK,1981,24.931
Denmark,DNK,1982,26.458
Denmark,DNK,1983,50.785
Denmark,DNK,1984,52.341
Denmark,DNK,1985,63.602
Denmark,DNK,1986,111.445
Denmark,DNK,1987,143.414
Denmark,DNK,1988,219.351
Denmark,DNK,1989,312.573
Denmark,DNK,1990,458.342
Denmark,DNK,1991,603.794
Denmark,DNK,1992,786.392
Denmark,DNK,1993,957.742
Denmark,DNK,1994,929.065
Denmark,DNK,1995,984.428
Denmark,DNK,1996,1098.743
Denmark,DNK,1997,1541.802
Denmark,DNK,1998,2057.379
Denmark,DNK,1999,2285.838
Denmark,DNK,2000,2897.923
Denmark,DNK,2001,3011.257
Denmark,DNK,2002,3464.748
Denmark,DNK,2003,4084.722
Denmark,DNK,2004,4771.027
Denmark,DNK,2005,4868.491
Denmark,DNK,2006,4518.608
Denmark,DNK,2007,5005.172
Denmark,DNK,2008,4848.008
Denmark,DNK,2009,4777.248
Denmark,DNK,2010,5834.53
Denmark,DNK,2011,6582.526
Denmark,DNK,2012,6811.244
Denmark,DNK,2013,7250.832
Denmark,DNK,2014,8083.306
Denmark,DNK,2015,8429.742
Denmark,DNK,2016,8127.591
Denmark,DNK,2017,9552.99
Denmark,DNK,2018,9034.958
Denmark,DNK,2019,9993.44
Denmark,DNK,2020,9723.755
Ecuador,ECU,1965,131.897
Ecuador,ECU,1966,146.621
Ecuador,ECU,1967,156.874
Ecuador,ECU,1968,159.133
Ecuador,ECU,1969,171.51
Ecuador,ECU,1970,185.357
Ecuador,ECU,1971,195.636
Ecuador,ECU,1972,192.26
Ecuador,ECU,1973,182.67
Ecuador,ECU,1974,204.15
Ecuador,ECU,1975,249.409
Ecuador,ECU,1976,233.807
Ecuador,ECU,1977,209.922
Ecuador,ECU,1978,289.781
Ecuador,ECU,1979,253.01
Ecuador,ECU,1980,303.188
Ecuador,ECU,1981,263.965
Ecuador,ECU,1982,295.635
Ecuador,ECU,1983,554.294
Ecuador,ECU,1984,1015.503
Ecuador,ECU,1985,1004.659
Ecuador,ECU,1986,1199.298
Ecuador,ECU,1987,1333.12
Ecuador,ECU,1988,1374.144
Ecuador,ECU,1989,1377.232
Ecuador,ECU,1990,1353.926
Ecuador,ECU,1991,1346.367
Ecuador,ECU,1992,1289.226
Ecuador,ECU,1993,1472.366
Ecuador,ECU,1994,1627.132
Ecuador,ECU,1995,1251.385
Ecuador,ECU,1996,1505.627
Ecuador,ECU,1997,1518.686
Ecuador,ECU,1998,1481.541
Ecuador,ECU,1999,1602.25
Ecuador,ECU,2000,1667.228
Ecuador,ECU,2001,1510.933
Ecuador,ECU,2002,1569.681
Ecuador,ECU,2003,1463.165
Ecuador,ECU,2004,1476.297
Ecuador,ECU,2005,1359.06
Ecuador,ECU,2006,1383.129
Ecuador,ECU,2007,1719.992
Ecuador,ECU,2008,2089.243
Ecuador,ECU,2009,1677.153
Ecuador,ECU,2010,1541.617
Ecuador,ECU,2011,1940.501
Ecuador,ECU,2012,2086.827
Ecuador,ECU,2013,1857.328
Ecuador,ECU,2014,1907.044
Ecuador,ECU,2015,2128.245
Ecuador,ECU,2016,2507.969
Ecuador,ECU,2017,3072.672
Ecuador,ECU,2018,3087.649
Ecuador,ECU,2019,3616.053
Ecuador,ECU,2020,3566.465
Egypt,EGY,1965,158.126
Egypt,EGY,1966,162.306
Egypt,EGY,1967,170.414
Egypt,EGY,1968,253.498
Egypt,EGY,1969,328.911
Egypt,EGY,1970,377.384
Egypt,EGY,1971,397.014
Egypt,EGY,1972,397.159
Egypt,EGY,1973,387.948
Egypt,EGY,1974,450.57
Egypt,EGY,1975,489.464
Egypt,EGY,1976,563.94
Egypt,EGY,1977,622.488
Egypt,EGY,1978,668.297
Egypt,EGY,1979,631.415
Egypt,EGY,1980,628.701
Egypt,EGY,1981,638.965
Egypt,EGY,1982,639.964
Egypt,EGY,1983,583.485
Egypt,EGY,1984,557.649
Egypt,EGY,1985,515.871
Egypt,EGY,1986,492.511
Egypt,EGY,1987,479.217
Egypt,EGY,1988,459.277
Egypt,EGY,1989,480.99
Egypt,EGY,1990,492.518
Egypt,EGY,1991,479.664
Egypt,EGY,1992,464.014
Egypt,EGY,1993,468.177
Egypt,EGY,1994,487.759
Egypt,EGY,1995,498.747
Egypt,EGY,1996,501.56
Egypt,EGY,1997,503.87
Egypt,EGY,1998,507.908
Egypt,EGY,1999,553.473
Egypt,EGY,2000,575.427
Egypt,EGY,2001,574.091
Egypt,EGY,2002,544.973
Egypt,EGY,2003,494.773
Egypt,EGY,2004,486.735
Egypt,EGY,2005,468.537
Egypt,EGY,2006,465.6
Egypt,EGY,2007,505.266
Egypt,EGY,2008,531.269
Egypt,EGY,2009,478.936
Egypt,EGY,2010,453.316
Egypt,EGY,2011,451.568
Egypt,EGY,2012,443.128
Egypt,EGY,2013,429.731
Egypt,EGY,2014,415.256
Egypt,EGY,2015,427.455
Egypt,EGY,2016,421.439
Egypt,EGY,2017,401.797
Egypt,EGY,2018,412.943
Egypt,EGY,2019,485.495
Egypt,EGY,2020,550.248
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,11.63
Estonia,EST,1996,9.797
Estonia,EST,1997,15.764
Estonia,EST,1998,23.702
Estonia,EST,1999,31.66
Estonia,EST,2000,35.737
Estonia,EST,2001,35.684
Estonia,EST,2002,68.205
Estonia,EST,2003,89.49
Estonia,EST,2004,120.313
Estonia,EST,2005,216.079
Estonia,EST,2006,254.148
Estonia,EST,2007,294.416
Estonia,EST,2008,392.004
Estonia,EST,2009,1062.429
Estonia,EST,2010,2047.562
Estonia,EST,2011,2305.519
Estonia,EST,2012,2875.813
Estonia,EST,2013,2374.556
Estonia,EST,2014,2656.136
Estonia,EST,2015,2936.86
Estonia,EST,2016,2910.53
Estonia,EST,2017,4637.359
Estonia,EST,2018,3614.284
Estonia,EST,2019,3957.113
Estonia,EST,2020,4336.331
Europe,,1965,1420.365
Europe,,1966,1537.63
Europe,,1967,1545.483
Europe,,1968,1604.65
Europe,,1969,1604.873
Europe,,1970,1680.349
Europe,,1971,1711.402
Europe,,1972,1829.355
Europe,,1973,1871.726
Europe,,1974,2039.558
Europe,,1975,2183.906
Europe,,1976,2126.37
Europe,,1977,2542.326
Europe,,1978,2610.174
Europe,,1979,2778.486
Europe,,1980,2848.863
Europe,,1981,3191.067
Europe,,1982,3287.889
Europe,,1983,3581.302
Europe,,1984,4032.579
Europe,,1985,4743.587
Europe,,1986,4836.114
Europe,,1987,5102.305
Europe,,1988,5532.773
Europe,,1989,5385.486
Europe,,1990,5453.113
Europe,,1991,5572.236
Europe,,1992,5654.584
Europe,,1993,5875.23
Europe,,1994,5869.401
Europe,,1995,6003.64
Europe,,1996,6155.931
Europe,,1997,6303.224
Europe,,1998,6406.421
Europe,,1999,6471.645
Europe,,2000,6630.935
Europe,,2001,6719.383
Europe,,2002,6602.107
Europe,,2003,6521.631
Europe,,2004,6790.99
Europe,,2005,6800.71
Europe,,2006,6816.735
Europe,,2007,6732.695
Europe,,2008,6926.548
Europe,,2009,6817.551
Europe,,2010,7256.898
Europe,,2011,7134.532
Europe,,2012,7448.066
Europe,,2013,7659.18
Europe,,2014,7713.844
Europe,,2015,7812.696
Europe,,2016,7764.911
Europe,,2017,7748.755
Europe,,2018,8055.856
Europe,,2019,8212.204
Europe,,2020,8233.944
European Union (27),,1965,1636.86
European Union (27),,1966,1778.019
European Union (27),,1967,1714.455
European Union (27),,1968,1745.926
European Union (27),,1969,1735.186
European Union (27),,1970,1862.882
European Union (27),,1971,1877.645
European Union (27),,1972,2035.186
European Union (27),,1973,2057.668
European Union (27),,1974,2231.439
European Union (27),,1975,2457.632
European Union (27),,1976,2303.382
European Union (27),,1977,2969.438
European Union (27),,1978,3058.225
European Union (27),,1979,3256.974
European Union (27),,1980,3364.762
European Union (27),,1981,3875.007
European Union (27),,1982,3990.856
European Union (27),,1983,4395.018
European Union (27),,1984,5123.795
European Union (27),,1985,5847.318
European Union (27),,1986,6105.185
European Union (27),,1987,6444.13
European Union (27),,1988,6868.812
European Union (27),,1989,6689.081
European Union (27),,1990,6832.997
European Union (27),,1991,7041.934
European Union (27),,1992,7118.394
European Union (27),,1993,7315.519
European Union (27),,1994,7357.16
European Union (27),,1995,7502.192
European Union (27),,1996,7754.585
European Union (27),,1997,7902.37
European Union (27),,1998,7977.096
European Union (27),,1999,8079.975
European Union (27),,2000,8307.109
European Union (27),,2001,8587.772
European Union (27),,2002,8309.857
European Union (27),,2003,8287.656
European Union (27),,2004,8617.397
European Union (27),,2005,8501.976
European Union (27),,2006,8604.442
European Union (27),,2007,8493.944
European Union (27),,2008,8822.841
European Union (27),,2009,8609.18
European Union (27),,2010,9246.821
European Union (27),,2011,9047.826
European Union (27),,2012,9356.769
European Union (27),,2013,9667.938
European Union (27),,2014,9828.032
European Union (27),,2015,9730.099
European Union (27),,2016,9638.378
European Union (27),,2017,9572.585
European Union (27),,2018,9929.511
European Union (27),,2019,10089.932
European Union (27),,2020,10053.642
Finland,FIN,1965,5687.09
Finland,FIN,1966,6294.45
Finland,FIN,1967,7039.88
Finland,FIN,1968,6342.119
Finland,FIN,1969,5279.89
Finland,FIN,1970,5735.94
Finland,FIN,1971,6408.848
Finland,FIN,1972,6199.036
Finland,FIN,1973,6285.673
Finland,FIN,1974,7509.653
Finland,FIN,1975,7187.118
Finland,FIN,1976,5563.16
Finland,FIN,1977,8674.576
Finland,FIN,1978,7612.531
Finland,FIN,1979,10226.253
Finland,FIN,1980,9972.839
Finland,FIN,1981,16296.407
Finland,FIN,1982,17090.217
Finland,FIN,1983,17811.931
Finland,FIN,1984,18174.896
Finland,FIN,1985,17680.99
Finland,FIN,1986,17654.391
Finland,FIN,1987,18703.656
Finland,FIN,1988,18354.222
Finland,FIN,1989,17852.937
Finland,FIN,1990,19514.33
Finland,FIN,1991,20794.811
Finland,FIN,1992,21576.912
Finland,FIN,1993,21483.98
Finland,FIN,1994,20461.272
Finland,FIN,1995,20956.088
Finland,FIN,1996,20215.631
Finland,FIN,1997,22068.697
Finland,FIN,1998,24938.182
Finland,FIN,1999,23778.872
Finland,FIN,2000,24616.901
Finland,FIN,2001,23581.327
Finland,FIN,2002,22221.795
Finland,FIN,2003,21854.773
Finland,FIN,2004,25039.742
Finland,FIN,2005,23910.46
Finland,FIN,2006,23047.235
Finland,FIN,2007,24038.398
Finland,FIN,2008,25443.009
Finland,FIN,2009,22622.001
Finland,FIN,2010,23200.649
Finland,FIN,2011,23240.12
Finland,FIN,2012,24968.28
Finland,FIN,2013,23683.985
Finland,FIN,2014,24238.747
Finland,FIN,2015,25811.797
Finland,FIN,2016,24937.003
Finland,FIN,2017,25315.019
Finland,FIN,2018,25500.23
Finland,FIN,2019,25834.772
Finland,FIN,2020,27037.662
France,FRA,1965,2722.588
France,FRA,1966,3046.4
France,FRA,1967,2688.69
France,FRA,1968,3022.606
France,FRA,1969,3175.898
France,FRA,1970,3489.069
France,FRA,1971,3234.656
France,FRA,1972,3497.598
France,FRA,1973,3420.011
France,FRA,1974,3847.394
France,FRA,1975,4205.628
France,FRA,1976,3444.111
France,FRA,1977,4992.86
France,FRA,1978,5211.555
France,FRA,1979,5586.063
France,FRA,1980,6819.595
France,FRA,1981,9187.922
France,FRA,1982,9244.778
France,FRA,1983,10936.413
France,FRA,1984,13066.185
France,FRA,1985,14488.711
France,FRA,1986,15944.398
France,FRA,1987,16832.46
France,FRA,1988,17540.38
France,FRA,1989,17365.451
France,FRA,1990,18130.358
France,FRA,1991,19085.701
France,FRA,1992,19907.813
France,FRA,1993,21071.256
France,FRA,1994,21288.162
France,FRA,1995,21784.745
France,FRA,1996,22349.535
France,FRA,1997,22098.083
France,FRA,1998,21569.135
France,FRA,1999,22275.063
France,FRA,2000,22869.797
France,FRA,2001,23243.618
France,FRA,2002,23033.758
France,FRA,2003,22853.934
France,FRA,2004,22906.328
France,FRA,2005,22458.169
France,FRA,2006,22402.294
France,FRA,2007,21968.379
France,FRA,2008,22199.023
France,FRA,2009,20554.897
France,FRA,2010,21446.255
France,FRA,2011,21200.253
France,FRA,2012,21117.539
France,FRA,2013,21433.196
France,FRA,2014,21548.642
France,FRA,2015,21288.503
France,FRA,2016,20040.113
France,FRA,2017,19454.271
France,FRA,2018,20633.889
France,FRA,2019,19996.503
France,FRA,2020,18591.31
Germany,DEU,1965,594.809
Germany,DEU,1966,643.608
Germany,DEU,1967,641.947
Germany,DEU,1968,666.013
Germany,DEU,1969,661.978
Germany,DEU,1970,881.912
Germany,DEU,1971,728.81
Germany,DEU,1972,836.013
Germany,DEU,1973,999.046
Germany,DEU,1974,1167.768
Germany,DEU,1975,1490.828
Germany,DEU,1976,1574.588
Germany,DEU,1977,2121.046
Germany,DEU,1978,2246.753
Germany,DEU,1979,2545.921
Germany,DEU,1980,2718.923
Germany,DEU,1981,3102.974
Germany,DEU,1982,3420.726
Germany,DEU,1983,3511.604
Germany,DEU,1984,4449.72
Germany,DEU,1985,5637.883
Germany,DEU,1986,5378.67
Germany,DEU,1987,5822.042
Germany,DEU,1988,6333.485
Germany,DEU,1989,6416.131
Germany,DEU,1990,6020.574
Germany,DEU,1991,5759.649
Germany,DEU,1992,6228.237
Germany,DEU,1993,6034.225
Germany,DEU,1994,5989.366
Germany,DEU,1995,6138.414
Germany,DEU,1996,6311.421
Germany,DEU,1997,6649.995
Germany,DEU,1998,6440.941
Germany,DEU,1999,6836.571
Germany,DEU,2000,7156.006
Germany,DEU,2001,7170.868
Germany,DEU,2002,7148.201
Germany,DEU,2003,7130.887
Germany,DEU,2004,7548.988
Germany,DEU,2005,7678.945
Germany,DEU,2006,8231.297
Germany,DEU,2007,7923.949
Germany,DEU,2008,8272.273
Germany,DEU,2009,7851.269
Germany,DEU,2010,8317.36
Germany,DEU,2011,7842.279
Germany,DEU,2012,8156.903
Germany,DEU,2013,8259.014
Germany,DEU,2014,8515.962
Germany,DEU,2015,9054.697
Germany,DEU,2016,8767.908
Germany,DEU,2017,9230.9
Germany,DEU,2018,9387.191
Germany,DEU,2019,9812.534
Germany,DEU,2020,9755.555
Greece,GRC,1965,263.195
Greece,GRC,1966,566.035
Greece,GRC,1967,540.701
Greece,GRC,1968,443.452
Greece,GRC,1969,662.679
Greece,GRC,1970,845.175
Greece,GRC,1971,845.105
Greece,GRC,1972,847.468
Greece,GRC,1973,698.505
Greece,GRC,1974,730.942
Greece,GRC,1975,620.942
Greece,GRC,1976,571.865
Greece,GRC,1977,576.867
Greece,GRC,1978,884.04
Greece,GRC,1979,1040.966
Greece,GRC,1980,982.48
Greece,GRC,1981,973.668
Greece,GRC,1982,1009.681
Greece,GRC,1983,659.181
Greece,GRC,1984,801.696
Greece,GRC,1985,781.65
Greece,GRC,1986,897.255
Greece,GRC,1987,768.1
Greece,GRC,1988,650.904
Greece,GRC,1989,519.959
Greece,GRC,1990,481.073
Greece,GRC,1991,835.076
Greece,GRC,1992,589.666
Greece,GRC,1993,614.424
Greece,GRC,1994,688.121
Greece,GRC,1995,921.316
Greece,GRC,1996,1124.227
Greece,GRC,1997,998.154
Greece,GRC,1998,959.678
Greece,GRC,1999,1197.721
Greece,GRC,2000,1038.713
Greece,GRC,2001,726.715
Greece,GRC,2002,877.092
Greece,GRC,2003,1430.797
Greece,GRC,2004,1425.668
Greece,GRC,2005,1535.113
Greece,GRC,2006,1835.067
Greece,GRC,2007,1097.339
Greece,GRC,2008,1374.832
Greece,GRC,2009,1959.347
Greece,GRC,2010,2519.801
Greece,GRC,2011,1948.671
Greece,GRC,2012,2425.215
Greece,GRC,2013,3420.411
Greece,GRC,2014,2895.81
Greece,GRC,2015,3524.195
Greece,GRC,2016,3528.233
Greece,GRC,2017,3264.373
Greece,GRC,2018,3814.302
Greece,GRC,2019,3800.463
Greece,GRC,2020,4258.296
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.273
Hong Kong,HKG,2007,0.336
Hong Kong,HKG,2008,0.31
Hong Kong,HKG,2009,0.417
Hong Kong,HKG,2010,15.118
Hong Kong,HKG,2011,16.481
Hong Kong,HKG,2012,15.683
Hong Kong,HKG,2013,13.704
Hong Kong,HKG,2014,16.052
Hong Kong,HKG,2015,20.715
Hong Kong,HKG,2016,23.077
Hong Kong,HKG,2017,22.907
Hong Kong,HKG,2018,23.258
Hong Kong,HKG,2019,25.261
Hong Kong,HKG,2020,40.179
Hungary,HUN,1965,20.486
Hungary,HUN,1966,27.211
Hungary,HUN,1967,22.225
Hungary,HUN,1968,24.026
Hungary,HUN,1969,25.547
Hungary,HUN,1970,23.581
Hungary,HUN,1971,25.646
Hungary,HUN,1972,29.307
Hungary,HUN,1973,26.838
Hungary,HUN,1974,21.457
Hungary,HUN,1975,43.012
Hungary,HUN,1976,43.329
Hungary,HUN,1977,38.912
Hungary,HUN,1978,35.848
Hungary,HUN,1979,37.777
Hungary,HUN,1980,28.929
Hungary,HUN,1981,43.425
Hungary,HUN,1982,41.216
Hungary,HUN,1983,684.213
Hungary,HUN,1984,1032.699
Hungary,HUN,1985,1744.275
Hungary,HUN,1986,2001.086
Hungary,HUN,1987,2958.232
Hungary,HUN,1988,3624.185
Hungary,HUN,1989,3751.825
Hungary,HUN,1990,3727.75
Hungary,HUN,1991,3737.641
Hungary,HUN,1992,3799.307
Hungary,HUN,1993,3754.368
Hungary,HUN,1994,3823.02
Hungary,HUN,1995,3823.393
Hungary,HUN,1996,3881.248
Hungary,HUN,1997,3836.381
Hungary,HUN,1998,3827.429
Hungary,HUN,1999,3886.949
Hungary,HUN,2000,3919.954
Hungary,HUN,2001,3894.008
Hungary,HUN,2002,3826.793
Hungary,HUN,2003,3048.785
Hungary,HUN,2004,3439.403
Hungary,HUN,2005,4188.185
Hungary,HUN,2006,3975.018
Hungary,HUN,2007,4388.153
Hungary,HUN,2008,4537.467
Hungary,HUN,2009,4826.014
Hungary,HUN,2010,4930.873
Hungary,HUN,2011,4816.733
Hungary,HUN,2012,4815.062
Hungary,HUN,2013,4727.273
Hungary,HUN,2014,4879.374
Hungary,HUN,2015,4932.119
Hungary,HUN,2016,4979.561
Hungary,HUN,2017,5030.825
Hungary,HUN,2018,4992.525
Hungary,HUN,2019,5362.974
Hungary,HUN,2020,5473.186
Iceland,ISL,1965,9254.211
Iceland,ISL,1966,8887.882
Iceland,ISL,1967,9350.497
Iceland,ISL,1968,9556.101
Iceland,ISL,1969,11855.452
Iceland,ISL,1970,19363.337
Iceland,ISL,1971,20812.164
Iceland,ISL,1972,22815.566
Iceland,ISL,1973,28785.123
Iceland,ISL,1974,29172.965
Iceland,ISL,1975,28327.512
Iceland,ISL,1976,29868.008
Iceland,ISL,1977,31691.465
Iceland,ISL,1978,32509.653
Iceland,ISL,1979,35194.378
Iceland,ISL,1980,37699.806
Iceland,ISL,1981,38627.875
Iceland,ISL,1982,42464.204
Iceland,ISL,1983,44247.675
Iceland,ISL,1984,45491.827
Iceland,ISL,1985,44085.062
Iceland,ISL,1986,46090.434
Iceland,ISL,1987,46639.477
Iceland,ISL,1988,49043.747
Iceland,ISL,1989,49197.554
Iceland,ISL,1990,48320.786
Iceland,ISL,1991,47667.076
Iceland,ISL,1992,48412.064
Iceland,ISL,1993,49868.581
Iceland,ISL,1994,49949.123
Iceland,ISL,1995,51536.985
Iceland,ISL,1996,52497.232
Iceland,ISL,1997,56779.916
Iceland,ISL,1998,63247.929
Iceland,ISL,1999,71751.892
Iceland,ISL,2000,76003.428
Iceland,ISL,2001,78267.568
Iceland,ISL,2002,80732.411
Iceland,ISL,2003,80296.116
Iceland,ISL,2004,80105.663
Iceland,ISL,2005,79100.775
Iceland,ISL,2006,88480.544
Iceland,ISL,2007,104223.373
Iceland,ISL,2008,139822.495
Iceland,ISL,2009,139719.058
Iceland,ISL,2010,138835.567
Iceland,ISL,2011,137863.181
Iceland,ISL,2012,138785.44
Iceland,ISL,2013,141734.001
Iceland,ISL,2014,140335.75
Iceland,ISL,2015,143975.429
Iceland,ISL,2016,140392.365
Iceland,ISL,2017,143815.387
Iceland,ISL,2018,146349.531
Iceland,ISL,2019,142320.849
Iceland,ISL,2020,138320.488
India,IND,1965,106.67
India,IND,1966,109.096
India,IND,1967,119.553
India,IND,1968,135.092
India,IND,1969,150.5
India,IND,1970,158.827
India,IND,1971,168.058
India,IND,1972,159.312
India,IND,1973,170.281
India,IND,1974,159.702
India,IND,1975,186.397
India,IND,1976,192.354
India,IND,1977,200.66
India,IND,1978,243.187
India,IND,1979,229.851
India,IND,1980,230.065
India,IND,1981,238.99
India,IND,1982,197.326
India,IND,1983,189.475
India,IND,1984,209.092
India,IND,1985,199.458
India,IND,1986,199.47
India,IND,1987,183.959
India,IND,1988,201.307
India,IND,1989,218.86
India,IND,1990,231.757
India,IND,1991,247.9
India,IND,1992,234.221
India,IND,1993,231.549
India,IND,1994,251.836
India,IND,1995,243.786
India,IND,1996,223.665
India,IND,1997,228.291
India,IND,1998,265.335
India,IND,1999,262.551
India,IND,2000,252.477
India,IND,2001,244.081
India,IND,2002,238.889
India,IND,2003,234.549
India,IND,2004,320.29
India,IND,2005,300.708
India,IND,2006,340.568
India,IND,2007,366.651
India,IND,2008,347.525
India,IND,2009,332.878
India,IND,2010,358.913
India,IND,2011,436.653
India,IND,2012,413.238
India,IND,2013,451.577
India,IND,2014,475.471
India,IND,2015,468.082
India,IND,2016,480.338
India,IND,2017,519.936
India,IND,2018,571.227
India,IND,2019,645.01
India,IND,2020,660.266
Indonesia,IDN,1965,50.565
Indonesia,IDN,1966,63.987
Indonesia,IDN,1967,69.924
Indonesia,IDN,1968,84.075
Indonesia,IDN,1969,85.569
Indonesia,IDN,1970,101.273
Indonesia,IDN,1971,32.492
Indonesia,IDN,1972,28.302
Indonesia,IDN,1973,34.792
Indonesia,IDN,1974,37.573
Indonesia,IDN,1975,38.421
Indonesia,IDN,1976,21.993
Indonesia,IDN,1977,35.681
Indonesia,IDN,1978,24.88
Indonesia,IDN,1979,27.023
Indonesia,IDN,1980,23.895
Indonesia,IDN,1981,23.261
Indonesia,IDN,1982,24.796
Indonesia,IDN,1983,36.438
Indonesia,IDN,1984,38.913
Indonesia,IDN,1985,46.58
Indonesia,IDN,1986,73.493
Indonesia,IDN,1987,74.142
Indonesia,IDN,1988,79.911
Indonesia,IDN,1989,97.887
Indonesia,IDN,1990,116.674
Indonesia,IDN,1991,127.317
Indonesia,IDN,1992,158.778
Indonesia,IDN,1993,145.3
Indonesia,IDN,1994,137.327
Indonesia,IDN,1995,148.184
Indonesia,IDN,1996,155.177
Indonesia,IDN,1997,117.698
Indonesia,IDN,1998,184.308
Indonesia,IDN,1999,190.682
Indonesia,IDN,2000,195.527
Indonesia,IDN,2001,227.67
Indonesia,IDN,2002,207.158
Indonesia,IDN,2003,194.084
Indonesia,IDN,2004,201.691
Indonesia,IDN,2005,210.643
Indonesia,IDN,2006,193.932
Indonesia,IDN,2007,214.593
Indonesia,IDN,2008,227.711
Indonesia,IDN,2009,236.729
Indonesia,IDN,2010,301.943
Indonesia,IDN,2011,248.474
Indonesia,IDN,2012,260.121
Indonesia,IDN,2013,309.539
Indonesia,IDN,2014,321.232
Indonesia,IDN,2015,271.302
Indonesia,IDN,2016,393.401
Indonesia,IDN,2017,391.598
Indonesia,IDN,2018,422.168
