Entity,Code,Year,Renewables per capita (kWh)
Colombia,COL,2018,3.137245
Colombia,COL,2019,2.9848440000000003
Colombia,COL,2020,2.430899
Croatia,HRV,1990,2.212863
Croatia,HRV,1991,3.431957
Croatia,HRV,1992,2.556006
Croatia,HRV,1993,2.701773
Croatia,HRV,1994,3.2448580000000002
Croatia,HRV,1995,3.422314
Croatia,HRV,1996,4.780327000000001
Croatia,HRV,1997,3.58836
Croatia,HRV,1998,3.7270770000000004
Croatia,HRV,1999,4.568293
Croatia,HRV,2000,4.048665
Croatia,HRV,2001,4.495776
Croatia,HRV,2002,3.649636
Croatia,HRV,2003,3.387986
Croatia,HRV,2004,4.713317
Croatia,HRV,2005,4.337649000000001
Croatia,HRV,2006,4.064983000000001
Croatia,HRV,2007,2.887369
Croatia,HRV,2008,3.543009
Croatia,HRV,2009,4.525068
Croatia,HRV,2010,5.601294
Croatia,HRV,2011,3.177833
Croatia,HRV,2012,3.1550390000000004
Croatia,HRV,2013,5.552786
Croatia,HRV,2014,5.942589
Croatia,HRV,2015,4.488328
Croatia,HRV,2016,4.997788
Croatia,HRV,2017,4.252908000000001
Croatia,HRV,2018,5.848866
Croatia,HRV,2019,5.004118
Croatia,HRV,2020,5.139498
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.002023
Cyprus,CYP,2005,0.002411
Cyprus,CYP,2006,0.003866
Cyprus,CYP,2007,0.008721999999999999
Cyprus,CYP,2008,0.037476
Cyprus,CYP,2009,0.07491800000000001
Cyprus,CYP,2010,0.171071
Cyprus,CYP,2011,0.410087
Cyprus,CYP,2012,0.58321
Cyprus,CYP,2013,0.731904
Cyprus,CYP,2014,0.7023210000000001
Cyprus,CYP,2015,0.871051
Cyprus,CYP,2016,0.912614
Cyprus,CYP,2017,0.922323
Cyprus,CYP,2018,0.969274
Cyprus,CYP,2019,1.063463
Cyprus,CYP,2020,1.2764469999999999
Czechia,CZE,1965,0.6318630000000001
Czechia,CZE,1966,0.59499
Czechia,CZE,1967,0.536457
Czechia,CZE,1968,0.41554800000000003
Czechia,CZE,1969,0.33928800000000003
Czechia,CZE,1970,0.483909
Czechia,CZE,1971,0.340762
Czechia,CZE,1972,0.354977
Czechia,CZE,1973,0.30190300000000003
Czechia,CZE,1974,0.504911
Czechia,CZE,1975,0.500389
Czechia,CZE,1976,0.396335
Czechia,CZE,1977,0.5356380000000001
Czechia,CZE,1978,0.495311
Czechia,CZE,1979,0.6175560000000001
Czechia,CZE,1980,0.643912
Czechia,CZE,1981,0.552312
Czechia,CZE,1982,0.447542
Czechia,CZE,1983,0.444001
Czechia,CZE,1984,0.34867899999999996
Czechia,CZE,1985,0.449289
Czechia,CZE,1986,0.504597
Czechia,CZE,1987,0.663011
Czechia,CZE,1988,0.5643790000000001
Czechia,CZE,1989,0.441558
Czechia,CZE,1990,0.311869
Czechia,CZE,1991,0.292371
Czechia,CZE,1992,0.376165
Czechia,CZE,1993,0.426373
Czechia,CZE,1994,0.47426999999999997
Czechia,CZE,1995,0.645491
Czechia,CZE,1996,0.6068
Czechia,CZE,1997,0.5892310000000001
Czechia,CZE,1998,0.533586
Czechia,CZE,1999,0.637145
Czechia,CZE,2000,0.614172
Czechia,CZE,2001,0.690055
Czechia,CZE,2002,0.799025
Czechia,CZE,2003,0.499393
Czechia,CZE,2004,0.68999
Czechia,CZE,2005,0.799652
Czechia,CZE,2006,0.911693
Czechia,CZE,2007,0.870287
Czechia,CZE,2008,0.946605
Czechia,CZE,2009,1.167761
Czechia,CZE,2010,1.456757
Czechia,CZE,2011,1.803644
Czechia,CZE,2012,1.992029
Czechia,CZE,2013,2.2733820000000002
Czechia,CZE,2014,2.20336
Czechia,CZE,2015,2.248542
Czechia,CZE,2016,2.2249659999999998
Czechia,CZE,2017,2.2597620000000003
Czechia,CZE,2018,2.191048
Czechia,CZE,2019,2.322234
Czechia,CZE,2020,2.342077
Denmark,DNK,1965,0.014588
Denmark,DNK,1966,0.015057000000000001
Denmark,DNK,1967,0.014373
Denmark,DNK,1968,0.011988
Denmark,DNK,1969,0.012473000000000001
Denmark,DNK,1970,0.013519
Denmark,DNK,1971,0.013436
Denmark,DNK,1972,0.013359000000000001
Denmark,DNK,1973,0.013288000000000001
Denmark,DNK,1974,0.013224
Denmark,DNK,1975,0.011522000000000001
Denmark,DNK,1976,0.010387
Denmark,DNK,1977,0.014169000000000001
Denmark,DNK,1978,0.016309
Denmark,DNK,1979,0.018994
Denmark,DNK,1980,0.024178
Denmark,DNK,1981,0.024931000000000002
Denmark,DNK,1982,0.026458
Denmark,DNK,1983,0.050785
Denmark,DNK,1984,0.052341000000000006
Denmark,DNK,1985,0.06360199999999999
Denmark,DNK,1986,0.111445
Denmark,DNK,1987,0.14341399999999999
Denmark,DNK,1988,0.219351
Denmark,DNK,1989,0.312573
Denmark,DNK,1990,0.45834199999999997
Denmark,DNK,1991,0.6037939999999999
Denmark,DNK,1992,0.7863920000000001
Denmark,DNK,1993,0.957742
Denmark,DNK,1994,0.929065
Denmark,DNK,1995,0.984428
Denmark,DNK,1996,1.098743
Denmark,DNK,1997,1.541802
Denmark,DNK,1998,2.057379
Denmark,DNK,1999,2.285838
Denmark,DNK,2000,2.897923
Denmark,DNK,2001,3.011257
Denmark,DNK,2002,3.464748
Denmark,DNK,2003,4.084722
Denmark,DNK,2004,4.771027
Denmark,DNK,2005,4.868491
Denmark,DNK,2006,4.518608
Denmark,DNK,2007,5.005172
Denmark,DNK,2008,4.848008
Denmark,DNK,2009,4.777247999999999
Denmark,DNK,2010,5.83453
Denmark,DNK,2011,6.582526
Denmark,DNK,2012,6.811243999999999
Denmark,DNK,2013,7.250832000000001
Denmark,DNK,2014,8.083306
Denmark,DNK,2015,8.429742000000001
Denmark,DNK,2016,8.127591
Denmark,DNK,2017,9.55299
Denmark,DNK,2018,9.034958000000001
Denmark,DNK,2019,9.993440000000001
Denmark,DNK,2020,9.723754999999999
Ecuador,ECU,1965,0.131897
Ecuador,ECU,1966,0.146621
Ecuador,ECU,1967,0.15687399999999999
Ecuador,ECU,1968,0.15913300000000002
Ecuador,ECU,1969,0.17151
Ecuador,ECU,1970,0.185357
Ecuador,ECU,1971,0.195636
Ecuador,ECU,1972,0.19226
Ecuador,ECU,1973,0.18267
Ecuador,ECU,1974,0.20415
Ecuador,ECU,1975,0.249409
Ecuador,ECU,1976,0.233807
Ecuador,ECU,1977,0.209922
Ecuador,ECU,1978,0.289781
Ecuador,ECU,1979,0.25301
Ecuador,ECU,1980,0.303188
Ecuador,ECU,1981,0.263965
Ecuador,ECU,1982,0.295635
Ecuador,ECU,1983,0.554294
Ecuador,ECU,1984,1.015503
Ecuador,ECU,1985,1.004659
Ecuador,ECU,1986,1.199298
Ecuador,ECU,1987,1.3331199999999999
Ecuador,ECU,1988,1.374144
Ecuador,ECU,1989,1.377232
Ecuador,ECU,1990,1.353926
Ecuador,ECU,1991,1.346367
Ecuador,ECU,1992,1.2892260000000002
Ecuador,ECU,1993,1.472366
Ecuador,ECU,1994,1.627132
Ecuador,ECU,1995,1.251385
Ecuador,ECU,1996,1.505627
Ecuador,ECU,1997,1.518686
Ecuador,ECU,1998,1.481541
Ecuador,ECU,1999,1.60225
Ecuador,ECU,2000,1.6672280000000002
Ecuador,ECU,2001,1.510933
Ecuador,ECU,2002,1.569681
Ecuador,ECU,2003,1.463165
Ecuador,ECU,2004,1.476297
Ecuador,ECU,2005,1.35906
Ecuador,ECU,2006,1.3831289999999998
Ecuador,ECU,2007,1.719992
Ecuador,ECU,2008,2.089243
Ecuador,ECU,2009,1.6771530000000001
Ecuador,ECU,2010,1.541617
Ecuador,ECU,2011,1.940501
Ecuador,ECU,2012,2.0868270000000004
Ecuador,ECU,2013,1.857328
Ecuador,ECU,2014,1.9070440000000002
Ecuador,ECU,2015,2.1282449999999997
Ecuador,ECU,2016,2.507969
Ecuador,ECU,2017,3.0726720000000003
Ecuador,ECU,2018,3.087649
Ecuador,ECU,2019,3.616053
Ecuador,ECU,2020,3.5664650000000004
Egypt,EGY,1965,0.15812600000000002
Egypt,EGY,1966,0.162306
Egypt,EGY,1967,0.17041399999999998
Egypt,EGY,1968,0.253498
Egypt,EGY,1969,0.328911
Egypt,EGY,1970,0.377384
Egypt,EGY,1971,0.39701400000000003
Egypt,EGY,1972,0.397159
Egypt,EGY,1973,0.38794799999999996
Egypt,EGY,1974,0.45057
Egypt,EGY,1975,0.489464
Egypt,EGY,1976,0.5639400000000001
Egypt,EGY,1977,0.622488
Egypt,EGY,1978,0.668297
Egypt,EGY,1979,0.631415
Egypt,EGY,1980,0.6287010000000001
Egypt,EGY,1981,0.638965
Egypt,EGY,1982,0.6399640000000001
Egypt,EGY,1983,0.583485
Egypt,EGY,1984,0.5576490000000001
Egypt,EGY,1985,0.515871
Egypt,EGY,1986,0.49251100000000003
Egypt,EGY,1987,0.479217
Egypt,EGY,1988,0.459277
Egypt,EGY,1989,0.48099000000000003
Egypt,EGY,1990,0.49251799999999996
Egypt,EGY,1991,0.479664
Egypt,EGY,1992,0.46401400000000004
Egypt,EGY,1993,0.468177
Egypt,EGY,1994,0.487759
Egypt,EGY,1995,0.49874700000000005
Egypt,EGY,1996,0.50156
Egypt,EGY,1997,0.50387
Egypt,EGY,1998,0.507908
Egypt,EGY,1999,0.553473
Egypt,EGY,2000,0.575427
Egypt,EGY,2001,0.574091
Egypt,EGY,2002,0.5449729999999999
Egypt,EGY,2003,0.494773
Egypt,EGY,2004,0.48673500000000003
Egypt,EGY,2005,0.468537
Egypt,EGY,2006,0.4656
Egypt,EGY,2007,0.505266
Egypt,EGY,2008,0.531269
Egypt,EGY,2009,0.478936
Egypt,EGY,2010,0.453316
Egypt,EGY,2011,0.45156799999999997
Egypt,EGY,2012,0.443128
Egypt,EGY,2013,0.42973100000000003
Egypt,EGY,2014,0.41525599999999996
Egypt,EGY,2015,0.427455
Egypt,EGY,2016,0.421439
Egypt,EGY,2017,0.401797
Egypt,EGY,2018,0.412943
Egypt,EGY,2019,0.485495
Egypt,EGY,2020,0.5502480000000001
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.011630000000000001
Estonia,EST,1996,0.009797
Estonia,EST,1997,0.015764
Estonia,EST,1998,0.023702
Estonia,EST,1999,0.03166
Estonia,EST,2000,0.035737000000000005
Estonia,EST,2001,0.035684
Estonia,EST,2002,0.068205
Estonia,EST,2003,0.08949
Estonia,EST,2004,0.120313
Estonia,EST,2005,0.21607900000000002
Estonia,EST,2006,0.254148
Estonia,EST,2007,0.294416
Estonia,EST,2008,0.392004
Estonia,EST,2009,1.062429
Estonia,EST,2010,2.047562
Estonia,EST,2011,2.305519
Estonia,EST,2012,2.875813
Estonia,EST,2013,2.374556
Estonia,EST,2014,2.656136
Estonia,EST,2015,2.9368600000000002
Estonia,EST,2016,2.91053
Estonia,EST,2017,4.637359000000001
Estonia,EST,2018,3.614284
Estonia,EST,2019,3.957113
Estonia,EST,2020,4.336331
Europe,,1965,1.334338
Europe,,1966,1.425751
Europe,,1967,1.416814
Europe,,1968,1.459984
Europe,,1969,1.4301320000000002
Europe,,1970,1.4920909999999998
Europe,,1971,1.497858
Europe,,1972,1.547681
Europe,,1973,1.563287
Europe,,1974,1.679319
Europe,,1975,1.705635
Europe,,1976,1.571353
Europe,,1977,1.8872950000000002
Europe,,1978,1.877147
Europe,,1979,1.964956
Europe,,1980,1.902596
Europe,,1981,1.917185
Europe,,1982,1.889484
Europe,,1983,1.937954
Europe,,1984,1.951886
Europe,,1985,2.015874
Europe,,1986,1.9501199999999999
Europe,,1987,2.110839
Europe,,1988,2.2533939999999997
Europe,,1989,1.961088
Europe,,1990,2.0102290000000003
Europe,,1991,2.048772
Europe,,1992,2.114437
Europe,,1993,2.201899
Europe,,1994,2.233266
Europe,,1995,2.275223
Europe,,1996,2.216932
Europe,,1997,2.323026
Europe,,1998,2.4563040000000003
Europe,,1999,2.494182
Europe,,2000,2.6207800000000003
Europe,,2001,2.6105140000000002
Europe,,2002,2.472167
Europe,,2003,2.387891
Europe,,2004,2.623127
Europe,,2005,2.711689
Europe,,2006,2.768283
Europe,,2007,2.906656
Europe,,2008,3.134585
Europe,,2009,3.2364580000000003
Europe,,2010,3.608325
Europe,,2011,3.5429630000000003
Europe,,2012,3.974696
Europe,,2013,4.253918
Europe,,2014,4.3135330000000005
Europe,,2015,4.521356
Europe,,2016,4.586438
Europe,,2017,4.614108
Europe,,2018,4.943984
Europe,,2019,5.1351059999999995
Europe,,2020,5.475073
European Union (27),,1965,1.602952
European Union (27),,1966,1.7367249999999999
European Union (27),,1967,1.665935
European Union (27),,1968,1.690251
European Union (27),,1969,1.652158
European Union (27),,1970,1.741897
European Union (27),,1971,1.7206240000000002
European Union (27),,1972,1.791191
European Union (27),,1973,1.7743689999999999
European Union (27),,1974,1.9033030000000002
European Union (27),,1975,1.908746
European Union (27),,1976,1.664047
European Union (27),,1977,2.186137
European Union (27),,1978,2.123092
European Union (27),,1979,2.213775
European Union (27),,1980,2.101828
European Union (27),,1981,2.065884
European Union (27),,1982,2.020575
European Union (27),,1983,2.0558780000000003
European Union (27),,1984,2.080933
European Union (27),,1985,2.1207040000000004
European Union (27),,1986,2.014572
European Union (27),,1987,2.196351
European Union (27),,1988,2.313363
European Union (27),,1989,1.8999210000000002
European Union (27),,1990,2.005976
European Union (27),,1991,2.0947600000000004
European Union (27),,1992,2.178668
European Union (27),,1993,2.241409
European Union (27),,1994,2.308625
European Union (27),,1995,2.319296
European Union (27),,1996,2.314741
European Union (27),,1997,2.42183
European Union (27),,1998,2.5392550000000003
European Union (27),,1999,2.5492280000000003
European Union (27),,2000,2.709656
European Union (27),,2001,2.854361
European Union (27),,2002,2.5467910000000002
European Union (27),,2003,2.552825
European Union (27),,2004,2.806627
European Union (27),,2005,2.823578
European Union (27),,2006,2.990075
European Union (27),,2007,3.186329
European Union (27),,2008,3.48339
European Union (27),,2009,3.67312
European Union (27),,2010,4.178141
European Union (27),,2011,4.114207
European Union (27),,2012,4.6115569999999995
European Union (27),,2013,4.991042
European Union (27),,2014,5.149083
European Union (27),,2015,5.232608
European Union (27),,2016,5.280719
European Union (27),,2017,5.294632
European Union (27),,2018,5.668191
European Union (27),,2019,5.830058
European Union (27),,2020,6.241856
Finland,FIN,1965,5.68709
Finland,FIN,1966,6.29445
Finland,FIN,1967,7.03988
Finland,FIN,1968,6.342118999999999
Finland,FIN,1969,5.279890000000001
Finland,FIN,1970,5.735939999999999
Finland,FIN,1971,6.408848
Finland,FIN,1972,6.199036
Finland,FIN,1973,6.285673
Finland,FIN,1974,7.509653
Finland,FIN,1975,7.187118000000001
Finland,FIN,1976,5.56316
Finland,FIN,1977,7.1284849999999995
Finland,FIN,1978,5.720465
Finland,FIN,1979,6.32871
Finland,FIN,1980,5.927233
Finland,FIN,1981,7.8858310000000005
Finland,FIN,1982,7.519604
Finland,FIN,1983,7.758776
Finland,FIN,1984,7.528046000000001
Finland,FIN,1985,6.9762889999999995
Finland,FIN,1986,6.980533
Finland,FIN,1987,7.747531
Finland,FIN,1988,7.481901
Finland,FIN,1989,7.272344
Finland,FIN,1990,8.905132
Finland,FIN,1991,10.071511000000001
Finland,FIN,1992,11.045800999999999
Finland,FIN,1993,10.645422
Finland,FIN,1994,9.947295
Finland,FIN,1995,10.601376
Finland,FIN,1996,9.583516
Finland,FIN,1997,10.688329
Finland,FIN,1998,13.061617
Finland,FIN,1999,11.316747
Finland,FIN,2000,12.457029
Finland,FIN,2001,11.373709999999999
Finland,FIN,2002,10.377102
Finland,FIN,2003,9.878229
Finland,FIN,2004,13.182387
Finland,FIN,2005,11.873664000000002
Finland,FIN,2006,11.316239
Finland,FIN,2007,12.162659
Finland,FIN,2008,13.925049000000001
Finland,FIN,2009,10.939147000000002
Finland,FIN,2010,12.004445
Finland,FIN,2011,11.971710999999999
Finland,FIN,2012,13.920821
Finland,FIN,2013,12.449366
Finland,FIN,2014,13.130745000000001
Finland,FIN,2015,14.965104
Finland,FIN,2016,14.20917
Finland,FIN,2017,15.013822000000001
Finland,FIN,2018,15.134633000000001
Finland,FIN,2019,15.038084000000001
Finland,FIN,2020,16.558322
France,FRA,1965,2.671473
France,FRA,1966,2.967691
France,FRA,1967,2.572546
France,FRA,1968,2.851301
France,FRA,1969,2.9774360000000004
France,FRA,1970,3.176566
France,FRA,1971,2.728155
France,FRA,1972,2.711714
France,FRA,1973,2.631719
France,FRA,1974,3.066958
France,FRA,1975,3.2435810000000003
France,FRA,1976,2.616692
France,FRA,1977,4.056241
France,FRA,1978,3.628178
France,FRA,1979,3.516598
France,FRA,1980,3.6611010000000004
France,FRA,1981,3.782028
France,FRA,1982,3.682269
France,FRA,1983,3.6072390000000003
France,FRA,1984,3.401774
France,FRA,1985,3.222721
France,FRA,1986,3.234284
France,FRA,1987,3.623514
France,FRA,1988,3.9044160000000003
France,FRA,1989,2.39756
France,FRA,1990,2.734271
France,FRA,1991,2.913996
France,FRA,1992,3.4568670000000004
France,FRA,1993,3.2441940000000002
France,FRA,1994,3.9240700000000004
France,FRA,1995,3.656189
France,FRA,1996,3.323781
France,FRA,1997,3.2290970000000003
France,FRA,1998,3.128468
France,FRA,1999,3.620185
France,FRA,2000,3.328546
France,FRA,2001,3.6750659999999997
France,FRA,2002,3.008675
France,FRA,2003,2.910327
France,FRA,2004,2.915674
France,FRA,2005,2.5865340000000003
France,FRA,2006,2.838602
France,FRA,2007,3.089306
France,FRA,2008,3.551755
France,FRA,2009,3.367881
France,FRA,2010,3.677195
France,FRA,2011,3.066866
France,FRA,2012,3.879169
France,FRA,2013,4.455941
France,FRA,2014,4.244712000000001
France,FRA,2015,4.119625
France,FRA,2016,4.360637
France,FRA,2017,4.095542
France,FRA,2018,4.842073
France,FRA,2019,4.826168
France,FRA,2020,5.217601
Germany,DEU,1965,0.590547
Germany,DEU,1966,0.634026
Germany,DEU,1967,0.5979589999999999
Germany,DEU,1968,0.602998
Germany,DEU,1969,0.48674500000000004
Germany,DEU,1970,0.652346
Germany,DEU,1971,0.509661
Germany,DEU,1972,0.5007860000000001
Germany,DEU,1973,0.573014
Germany,DEU,1974,0.658783
Germany,DEU,1975,0.640543
Germany,DEU,1976,0.533278
Germany,DEU,1977,0.664683
Germany,DEU,1978,0.695728
Germany,DEU,1979,0.7021459999999999
Germany,DEU,1980,0.7464149999999999
Germany,DEU,1981,0.772398
Germany,DEU,1982,0.767709
Germany,DEU,1983,0.723366
Germany,DEU,1984,0.7195309999999999
Germany,DEU,1985,0.680922
Germany,DEU,1986,0.720043
Germany,DEU,1987,0.7758700000000001
Germany,DEU,1988,0.7706540000000001
Germany,DEU,1989,0.706943
Germany,DEU,1990,0.662066
Germany,DEU,1991,0.6088060000000001
Germany,DEU,1992,0.711804
Germany,DEU,1993,0.732759
Germany,DEU,1994,0.79346
Germany,DEU,1995,0.862804
Germany,DEU,1996,0.7911900000000001
Germany,DEU,1997,0.8374880000000001
Germany,DEU,1998,0.926512
Germany,DEU,1999,1.0344559999999998
Germany,DEU,2000,1.368253
Germany,DEU,2001,1.366876
Germany,DEU,2002,1.604744
Germany,DEU,2003,1.6210350000000002
Germany,DEU,2004,2.009908
Germany,DEU,2005,2.3046819999999997
Germany,DEU,2006,2.7406460000000004
Germany,DEU,2007,3.331138
Germany,DEU,2008,3.42763
Germany,DEU,2009,3.475636
Germany,DEU,2010,3.783224
Germany,DEU,2011,4.381745
Germany,DEU,2012,4.993055999999999
Germany,DEU,2013,5.1904840000000005
Germany,DEU,2014,5.481172
Germany,DEU,2015,6.215658
Germany,DEU,2016,6.178452
Germany,DEU,2017,6.922470000000001
Germany,DEU,2018,7.114676
Germany,DEU,2019,7.586728
Germany,DEU,2020,7.860042000000001
Greece,GRC,1965,0.263195
Greece,GRC,1966,0.566035
Greece,GRC,1967,0.540701
Greece,GRC,1968,0.443452
Greece,GRC,1969,0.662679
Greece,GRC,1970,0.845175
Greece,GRC,1971,0.845105
Greece,GRC,1972,0.847468
Greece,GRC,1973,0.698505
Greece,GRC,1974,0.730942
Greece,GRC,1975,0.620942
Greece,GRC,1976,0.5718650000000001
Greece,GRC,1977,0.576867
Greece,GRC,1978,0.8840399999999999
Greece,GRC,1979,1.0409659999999998
Greece,GRC,1980,0.98248
Greece,GRC,1981,0.973668
Greece,GRC,1982,1.009681
Greece,GRC,1983,0.659181
Greece,GRC,1984,0.8016960000000001
Greece,GRC,1985,0.78165
Greece,GRC,1986,0.897255
Greece,GRC,1987,0.7681
Greece,GRC,1988,0.650904
Greece,GRC,1989,0.519959
Greece,GRC,1990,0.481073
Greece,GRC,1991,0.835076
Greece,GRC,1992,0.589666
Greece,GRC,1993,0.614424
Greece,GRC,1994,0.688121
Greece,GRC,1995,0.921316
Greece,GRC,1996,1.124227
Greece,GRC,1997,0.998154
Greece,GRC,1998,0.959678
Greece,GRC,1999,1.197721
Greece,GRC,2000,1.038713
Greece,GRC,2001,0.726715
Greece,GRC,2002,0.877092
Greece,GRC,2003,1.430797
Greece,GRC,2004,1.425668
Greece,GRC,2005,1.5351130000000002
Greece,GRC,2006,1.835067
Greece,GRC,2007,1.097339
Greece,GRC,2008,1.374832
Greece,GRC,2009,1.959347
Greece,GRC,2010,2.519801
Greece,GRC,2011,1.948671
Greece,GRC,2012,2.425215
Greece,GRC,2013,3.420411
Greece,GRC,2014,2.89581
Greece,GRC,2015,3.524195
Greece,GRC,2016,3.528233
Greece,GRC,2017,3.264373
Greece,GRC,2018,3.814302
Greece,GRC,2019,3.800463
Greece,GRC,2020,4.2582960000000005
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.000273
Hong Kong,HKG,2007,0.00033600000000000004
Hong Kong,HKG,2008,0.00031
Hong Kong,HKG,2009,0.000417
Hong Kong,HKG,2010,0.015118000000000001
Hong Kong,HKG,2011,0.016481000000000003
Hong Kong,HKG,2012,0.015683
Hong Kong,HKG,2013,0.013704000000000001
Hong Kong,HKG,2014,0.016052
Hong Kong,HKG,2015,0.020715
Hong Kong,HKG,2016,0.023077000000000004
Hong Kong,HKG,2017,0.022907
Hong Kong,HKG,2018,0.023258
Hong Kong,HKG,2019,0.025261
Hong Kong,HKG,2020,0.040179
Hungary,HUN,1965,0.020486
Hungary,HUN,1966,0.027211
Hungary,HUN,1967,0.022225
Hungary,HUN,1968,0.024026
Hungary,HUN,1969,0.025547
Hungary,HUN,1970,0.023581
Hungary,HUN,1971,0.025646000000000002
Hungary,HUN,1972,0.029307
Hungary,HUN,1973,0.026838
Hungary,HUN,1974,0.021457
Hungary,HUN,1975,0.043012
Hungary,HUN,1976,0.043329
Hungary,HUN,1977,0.038912
Hungary,HUN,1978,0.035848
Hungary,HUN,1979,0.037777000000000005
Hungary,HUN,1980,0.028929
Hungary,HUN,1981,0.043425
Hungary,HUN,1982,0.041216
Hungary,HUN,1983,0.040354999999999995
Hungary,HUN,1984,0.047357
Hungary,HUN,1985,0.040748
Hungary,HUN,1986,0.040666
Hungary,HUN,1987,0.044818
Hungary,HUN,1988,0.04499
Hungary,HUN,1989,0.042194
Hungary,HUN,1990,0.052198
Hungary,HUN,1991,0.058434
Hungary,HUN,1992,0.054705
Hungary,HUN,1993,0.054971
Hungary,HUN,1994,0.055247000000000004
Hungary,HUN,1995,0.05878
Hungary,HUN,1996,0.069092
Hungary,HUN,1997,0.07248600000000001
Hungary,HUN,1998,0.058098
Hungary,HUN,1999,0.06667100000000001
Hungary,HUN,2000,0.06604399999999999
Hungary,HUN,2001,0.06958
Hungary,HUN,2002,0.063915
Hungary,HUN,2003,0.09026200000000001
Hungary,HUN,2004,0.250509
Hungary,HUN,2005,0.49872000000000005
Hungary,HUN,2006,0.396864
Hungary,HUN,2007,0.498967
Hungary,HUN,2008,0.622696
Hungary,HUN,2009,0.7625839999999999
Hungary,HUN,2010,0.791346
Hungary,HUN,2011,0.7091660000000001
Hungary,HUN,2012,0.691226
Hungary,HUN,2013,0.7258260000000001
Hungary,HUN,2014,0.817731
Hungary,HUN,2015,0.8354130000000001
Hungary,HUN,2016,0.840072
Hungary,HUN,2017,0.894673
Hungary,HUN,2018,0.9644539999999999
Hungary,HUN,2019,1.1983910000000002
Hungary,HUN,2020,1.372702
Iceland,ISL,1965,9.254211
Iceland,ISL,1966,8.887882
Iceland,ISL,1967,9.350496999999999
Iceland,ISL,1968,9.556101
Iceland,ISL,1969,11.855452
Iceland,ISL,1970,19.363337
Iceland,ISL,1971,20.812164000000003
Iceland,ISL,1972,22.815566
Iceland,ISL,1973,28.785123
Iceland,ISL,1974,29.172965
Iceland,ISL,1975,28.327512
Iceland,ISL,1976,29.868008000000003
Iceland,ISL,1977,31.691465
Iceland,ISL,1978,32.509653
Iceland,ISL,1979,35.194378
Iceland,ISL,1980,37.699805999999995
Iceland,ISL,1981,38.627875
Iceland,ISL,1982,42.464204
Iceland,ISL,1983,44.247675
Iceland,ISL,1984,45.491827
Iceland,ISL,1985,44.085062
Iceland,ISL,1986,46.090434
Iceland,ISL,1987,46.639477
Iceland,ISL,1988,49.043747
Iceland,ISL,1989,49.197554
Iceland,ISL,1990,48.320786
Iceland,ISL,1991,47.667076
